sale_id,hk_sale_id,as_of_day
Standard Class_24.192_9,f06cda0927408f9895ba4d94c56dd2df87a9837f1c6034243a91a958d8125a1d,2025-10-16
Second Class_32.064_6,2913787d15af521dbbf871cbffb4ca0313afc7dfb913f73dd539f85796869b65,2025-10-16
Standard Class_1439.968_4,0890e56f584c3333100e41e0c4c539cd07102907fcbc1f92ae8f1f861be43516,2025-10-16
Standard Class_8.8_5,244fb6c18a7470712e24411d9c66a695ccdd9be907e920c5fe424e16e270ec12,2025-10-16
Standard Class_125.88_6,93edbb33ad5e2da4fece86d844c4307660d681d19c549b1944e69f9b6c99f795,2025-10-16
Second Class_37.752_3,e98bd29012ca5e5d52594c1927cbc5337c358f93c42bc1e10a5f99bad6664efc,2025-10-16
Second Class_494.97_3,5a5837ffc8581f869c2c65c3e701a2a37d888c2e9ed5af6ebbcb06650ac74d51,2025-10-16
Same Day_58.408_7,58f5ffe82c3f0aa8f988a02141a4247906463063f3a0ead60c28978bc870f47a,2025-10-16
Standard Class_29.52_4,c52d5b2b74685ef118c97e5053baf697f584a93910b841a209295481a5910d92,2025-10-16
Standard Class_22.911_7,2278896d6af9c52b37e3dd2079b2f7a6a52819799e1b991e016f95e5fb5e19bd,2025-10-16
First Class_50.784_2,4bcfd81534b9f6f6d8f4e5b9f9e292a2e3ce717c817500419c4403a37bbaf592,2025-10-16
Standard Class_1036.624_2,9f8b372127fd08cf1d5702f2ffcfc6807ed21d20bc1ac207c5b1087847e256bf,2025-10-16
Standard Class_62.82_9,d97984e7472cd638b5619fde9864582116d01f5a24a54eaf289ec6486b1f269e,2025-10-16
Second Class_5.432_2,e3f5d80b590e53a4bf60c10316a3b0d73e961d90ee711fd43df913cb71e1e887,2025-10-16
Standard Class_62.352_6,a0abfbb978e2d1e52e8e96c6f0bf819cd32c2f76532591364a757fe81a76dfae,2025-10-16
Second Class_453.576_3,a24c492e512ab6ce2936be7a636416fb7a9317202b93581dfd73399e0f8aabd2,2025-10-16
Second Class_29.46_6,17415add61b823a39535328775925b0989e80227ac995366070efe771d7f1f7c,2025-10-16
Standard Class_579.528_4,a56037db3b5cee51868c42a5ce8e566bc2c071b25f6faf33fbcba30ade8b8ab3,2025-10-16
Second Class_56.064_6,15b1ee96d2794cd89973a2171f984bcb8ba63b40b7f07fdeccb13811d4049590,2025-10-16
First Class_122.382_3,2e587e17ca45c44a91e6539c071bd2ae60c66d797a45dd57389aaa7468a6d164,2025-10-16
Standard Class_33.264_7,66b862bc2a9782ad07b466bba7135ad9ee885245c83b9cfc4ee355d47c0004e0,2025-10-16
Standard Class_406.368_4,d0d2a3e8f993d8fb902758e8b9f47be13164af560d38a9721db01b8f8cb0201a,2025-10-16
Standard Class_106.344_7,cb8f7b72a15622ce7582a199c43a4334283f2ec7c9523053adab6190c7b65a80,2025-10-16
Same Day_13.48_4,2154b0ef41b2d536fac3bf3d046c050b263a417c62f44dba5456b51d01ae97f2,2025-10-16
Standard Class_71.992_1,c7c3d66b7d572efbda71962b77328d951dfb19a223afda14e03e72042bfc8fd9,2025-10-16
First Class_113.97_3,d94d4a0afae18d0a391dd248127ad12dee1601226a256edf57d17955add1f6fa,2025-10-16
First Class_9.36_4,4608e1d3732a9b429e715a66e128c05e3b80238e005f386c78eb6087272eca50,2025-10-16
Standard Class_858.24_4,ff2595ff18668a3f8de26a2b0586e960f46204a65da8033dc1b8fc3c7fb2d440,2025-10-16
Second Class_263.96_4,44193f0884cd23bba730decc3e942e6f08942d1382d60ffee586b120ddcd0e76,2025-10-16
Standard Class_47.208_7,9886d6100955e6e8ff35eeb5a071fd6c53a6a97f4457770f85d874f3f7a8d977,2025-10-16
Same Day_21.12_5,7832dbe6e23bf3823588ec494fa874309412b41556e7a551b7772464f24adb49,2025-10-16
Standard Class_107.94_6,b649cf5d7ac3249ae4ca3d1d7d77a313e580c6f7e539f9a6aa590347186500a3,2025-10-16
Second Class_33.92_8,5e23b6ca8a530d0cf135da5f43d2f39216e6308abfc34716a0814657db384b9e,2025-10-16
Second Class_129.92_4,f8689b57de0fc905d23530e26626e017c7d04328c5c915cd52bf8ca276191c3c,2025-10-16
First Class_85.056_3,1e28f51047576e5e53f11b8feb0ca102e52c6b663d74e14a9eadf159df491df7,2025-10-16
First Class_42.408_3,f3d5b7d2ec795d5bf26ffcf2d37484b0b35f0061a3632402f87624bfafaa967b,2025-10-16
Standard Class_24.64_8,a1b0a7398d63a001dc8e569f1115a1171d4c1bf9846c759c9eb23d05c0c2556f,2025-10-16
Second Class_79.92_4,8a1403a7f5e22beddf2832fe99625ab83fa19a4d4037ae59f251ad3c1fe53cf1,2025-10-16
Standard Class_35.232_3,d2e820b0570da263ba05a300a9ae4fc04947397d57aa67a648c48fd8814bceb5,2025-10-16
Standard Class_50.496_6,8894d66adddf23800bd18b084818c4c7d707d09e328e8dcc982c5019fb7294ec,2025-10-16
Standard Class_3.856_1,458497c90fe4c280731f74792383be56d69c88928eeaace1d4e2a2b21d8306a2,2025-10-16
Standard Class_95.68_8,adb49878f35f8661e9eab4f3b599878d6a8b202de9c925b6993a0766b2f577db,2025-10-16
Standard Class_21.34_2,119a0e126f596be85cacb5bdb5746d8f63f74c24999f7105e0ea5abc34ce1ab1,2025-10-16
Second Class_85.246_2,e4d55929baa737bb7cae8f1678f3eb42019168ca3febd02a587525b13c9c95bc,2025-10-16
Second Class_1399.98_2,8a3916f2370a617763ea4cbe073aff476d1cf8ae7c029ac9975cca650f96319a,2025-10-16
Standard Class_269.36_7,e9448410b7d7d8b1ab1f06cc618a956b94b35d4508bf5f8c2eefb2b3c4c9b14d,2025-10-16
Standard Class_314.088_3,2b0bb4b34d03465ee868cbf49c66d8cdbbc96da9fc0f4148d3fbc941342c3050,2025-10-16
Standard Class_11.088_7,ae3ac614fb86e1d03eda2194d617d320e71f64c9de4d9e75dc5839c7b5a2a842,2025-10-16
Same Day_199.98_2,7b2bedf9174a34881321fb8c1c2dfd9b25a249d7e46a29c65d94562b73d38e67,2025-10-16
Standard Class_619.152_6,cd44010bc1c15161a5968ad35666930f73ce7f8406eb64e8b6adb16b236f3756,2025-10-16
Second Class_300.904_1,ba071d1e78cb974e3158821467cbece2c3efffac241dc73aefc91a7e26ef20e5,2025-10-16
Standard Class_3.564_2,62393edbad9098cc30f1d3c7128008e6d2f23b0e6520071ff68505e462463f49,2025-10-16
Same Day_4.144_4,11c00521d8324063653b9ea4fdb224b6bc09d32fe9898c9f51f0cda60bfe3773,2025-10-16
Standard Class_146.688_8,ffc6b90081bbc02755c5998fe53047941e6e5e0d67b5a24497de542dadee21fe,2025-10-16
Standard Class_604.752_6,fa405ce049d8ac30fb0e90298405aa78050f62796685511a185677ab8042fd4c,2025-10-16
First Class_83.92_5,72978d67ebad6625ea44f1117d33eedbcb36af9420330f01358a0ae75331fed8,2025-10-16
Second Class_399.54_2,7acf96daa5f43651eb25497c41c70e598000ac710774499a916312bf69363d36,2025-10-16
First Class_49.848_3,5bbf7b65ee8abc4b2261161d021870fb91d6d1bf719cc20ab44b8d8e2aafef40,2025-10-16
Standard Class_95.976_3,bc092f00db2b28b8725f635650f05f23d5238adf20a1822edf612bc6089177a6,2025-10-16
Standard Class_179.95_5,6bba0d9076b94c6bcf79f0c5337f7449186980d40ec6b61ebdfe2b3a7cfd1dad,2025-10-16
Standard Class_683.952_3,352ae3ef4cc035ae7ec880235c087016b8b9b587256a004f50a30279ae7e09e7,2025-10-16
Standard Class_91.84_8,94795862cc20519a052855432807870a420975060eaabb4f97a2ccaf49df7451,2025-10-16
Standard Class_310.88_2,8bf89743489a86bc16b96845c565a7d4fc85eae9f10af6224e5d1db5e603d6a9,2025-10-16
First Class_543.92_8,8152e6222e79ec43e2d6058ee8ceca90ca9aad775785e1370ff33ff636869810,2025-10-16
Standard Class_58.368_12,43ec63e1af45ee2bdc5415e4214790a68c91adc3b196d0f4b5c3b25d8e398cb9,2025-10-16
Standard Class_5.248_2,44b87387b8e91bd350c0cb759a177261c6f71ee59075d8d2e481503b80210bf3,2025-10-16
Standard Class_12.192_4,98d6a986e8df47ce32642c35e1f25d34ef495b6849b1670fc67ce2ea81f70d65,2025-10-16
First Class_8.784_4,a489a5dade9686a6bdeb21a8e7594dce1c7c44febcab9184b8ec1b6cfab07cff,2025-10-16
Standard Class_1439.982_3,0b0ebcba1fcd1cce2240a3c9ba7f6f28a5526c01f7c2547e582428087600ccd3,2025-10-16
Standard Class_405.64_4,02e2fae1993fb149a06300e60c5e1c71a48b5ee1e91fd9ecd50eccb766d55139,2025-10-16
Standard Class_27.42_1,dd0f717e5b4ac3950275f18ba1de5fb0b68967d9c4f9c51b1e2c6b3c72e9ac16,2025-10-16
Standard Class_60.83_7,fce264a2df6f6a28d633a3d8590a2e95998735396da01accecc4be7ffe047210,2025-10-16
Standard Class_8.64_3,adc381fae848c3afab09aae14b45c939216c703706d2f7fd16896387605c9b5b,2025-10-16
Standard Class_479.95_5,c193dbef43ffc099422302f0dcb34b1f6271a30744d0612962b9d5a00fe13eff,2025-10-16
Second Class_695.16_6,af1ed5139fbb85ff087f286ce11144fefaba628351773181d86c9aab38f12b2e,2025-10-16
Same Day_20.65_5,951242d553f39e2f6aa95670e600907b957f80afcf64b1ef059ade7704d321e8,2025-10-16
Standard Class_33.8_5,820f3df57642b942a88bf9bec5e0b931787ae160c4039a1a697c7857023bc328,2025-10-16
Standard Class_68.112_3,752506c7e360b1142df450af496b3c3cbead25c279c9338079629c33d5217031,2025-10-16
Second Class_8.75_1,df2f09f187d7452410f874545fa879288b850613b770921f4ed0c691806e4a4f,2025-10-16
Standard Class_23.2_5,f074f960b6c4365099b4ef2bb3263163754a65561eded73f6a0683e20e19e78e,2025-10-16
Same Day_62.8_4,1c3df27d844f7db06553142e865433e5eea716969ebe7af2a5e013a7c87078f4,2025-10-16
Same Day_4.448_2,109dfcc454c6f5052c82c602b53b503b6f42798011ef4d4c6539871b605a1166,2025-10-16
Same Day_601.3_2,dd46bbd6bc40d93ce5701eb2a51bb1265c0855310564812b502dc6089786ae5d,2025-10-16
First Class_191.058_3,5eb9f259fc94d0242ba8d3c64d1153ad03f7bed912ac2cd7c89624c2644a6b5d,2025-10-16
Standard Class_331.96_2,bf3ad4c3a21512f1d49a67e86603bca50be1c2d61e88c909ab6b4c204ad1ba4f,2025-10-16
Same Day_29.76_5,491389f6227fc08e36f513a6cfb6c18f47d7d2f5146ac9709e0c3cec89342f7f,2025-10-16
Second Class_359.98_2,c6794c11533749868e3784d5640c4770dbb361ddd13fb743616c6501e0452cfe,2025-10-16
Standard Class_3.488_2,baeb1ba902ebf99253af6f22d10959d7258fd27c3dada640ac71b5381ae9b260,2025-10-16
Standard Class_7.752_3,1cf2e239e4ed6a8636db65db75d5d41bf4c9f146875eb2e9a6f97b1c9fd9d4de,2025-10-16
Standard Class_205.992_1,52fa226354fe8b1bf1da773c7dab8292f2a69ba585470a5f6bb411c6db9fc88a,2025-10-16
First Class_6.129_3,239d566b6e8086701f8e97c5cb15f2c455b23e8856049c03d122969afd854a48,2025-10-16
Standard Class_152.65_5,d623d8a40e824da7d3eb2a4b44479c8fb5f9c7546ee8b1afebcc04c8036bc579,2025-10-16
Second Class_19.648_2,777741300105da7862630c72dbf1823293a29cf0d5a8bda1cd7b33503694989e,2025-10-16
Standard Class_143.96_5,9a9d238266127ee4bb2d7f84d68ab79fa9cfe94251116a641169b0bdc63db4bd,2025-10-16
Same Day_931.176_3,edfcec7feebb899c51579a977c0821766f0ee5956f757cf222f464c1e8c3a4a9,2025-10-16
First Class_127.302_7,a910d070c1437fcde5d68bc5f335f071da348041773f0f47240e97fc5c95d9d6,2025-10-16
Second Class_441.92_2,c8daaba546d7f5104259831fbf960277a8e5bbe251726ce60f980563f51ee860,2025-10-16
Standard Class_383.96_5,b4939ec6fb39ec8c88685c1bac520663d89e7232bc0c86aab72aac513abfa168,2025-10-16
Second Class_389.056_4,0f1260b1d3b14ae63bc2f5f8f534bf90a258ba4abc41ff20e4c9b626749577a0,2025-10-16
Standard Class_2939.93_7,913826cc68182a03796fce98822bc8c9906e1406fbf4891285628d8208b8c34a,2025-10-16
Second Class_901.95_3,4f3526feb4da8b322d822b76b265e8da582cca58fdad124ab52e92cc2c4721a2,2025-10-16
Standard Class_30.08_2,2d506d280696c5a049f44990634c79e66a23d3f349f310dc74e7900acbcd4b71,2025-10-16
First Class_517.405_5,71b544d814e99553b7d4d1978aa69aae01a95a4568f70b4bfd501f44c5e97294,2025-10-16
Standard Class_344.704_2,cc9107aec61c6079953cdb2780abbd5a27c0bb704ea069c013437881c1b6a9de,2025-10-16
Standard Class_11.68_4,8e467b8f470863d50e310898f16afc8c1efef5d12df154149ffb95fb1a59107c,2025-10-16
Standard Class_11.54_1,3c6559834ae35468163dfb6cc167ae94754eeac5229a00cbd2a46563a86ae915,2025-10-16
First Class_61.544_7,52076d6efb530fb56b3856f7e65a058b4ca45d442d1c1c7cf2775170dc42b05d,2025-10-16
Standard Class_176.8_8,f930a1e66fa6aab539fd71e4dacbd2c07f1c08b4441d46738c38d8186da1adb5,2025-10-16
Standard Class_21.98_1,381a10427724ded516dac0bf5ea038c09b09e7d176c3e8a546b08ebab1a96cca,2025-10-16
Standard Class_84.784_2,00f451ccb149dc9b21f5974fa4d84be98183f11ddf18cb0d262b436e541072c1,2025-10-16
First Class_191.6_4,563256c2d88a04d101871a1f252bb28b32b923689e29ad1e9a08c83cde4ab82d,2025-10-16
Standard Class_1.192_2,581286bff9fa8fcb8c205e2238edf74f572099d02834790d5a720f8ab26cdb3b,2025-10-16
Second Class_255.68_8,36a32d3309ae33bad2e163580be976a3d463de0a4e90e91e07bb91776f2e0bcd,2025-10-16
Standard Class_92.064_6,a8ca8d29c48b5462b51e38f4f1becaefc87d50e6fab6c3d6a076074db6f1668b,2025-10-16
Second Class_40.096_4,8ba9aab27e42dce0ad5f684b8244214eb986fee31bf5f556d0e478f6865e9902,2025-10-16
Standard Class_19.968_2,7f1323d63630628c2522759ec070c9133f7bb4b0709313d629665dd1069eac05,2025-10-16
Same Day_5.04_3,06ccd4fb56854d2d5d3e472f17debd253a8d470728d65a1d446eef548e852967,2025-10-16
Standard Class_38.088_4,8028eba2cdd9088a428161c6a2174682ca49fe91a786e2ee346873ffd49775f9,2025-10-16
Second Class_23.688_9,01593b950f8ba28c329bc0c6eaf662a9ca68036c010aa97634a4769f5784d375,2025-10-16
Standard Class_956.6648_7,29b6a1f6a93fc3ad2f1985ed865d5ab3a1109915143400851d93114d3afccce2,2025-10-16
Standard Class_58.48_8,30a9ea51b8f02969ddcfaeb464231ccf73b4955748b8eca4afdfebea9e4b027c,2025-10-16
Same Day_83.79_7,c455e8bb634d4859e109eb19c8e19f36ce84592a5e4631085e0a36753a8ceab9,2025-10-16
Standard Class_52.34_2,237dabe4685aea3472b795ae6c7749ee1bd5524d5c766dea5453be13bd4fde9c,2025-10-16
Standard Class_387.136_4,aa740d2b93d9760771a1057891ac1e069f1828f8ecbf1fbfbf3c97774f42972a,2025-10-16
Standard Class_120.666_2,5596bfb496768b2212f6dd10417fa6fc5d04e00fca9d4ded60de950f0afd995a,2025-10-16
Standard Class_76.792_1,77d0808d5edf3ddddf699c1cdac12e5eec5023cc26c7d5eb8c0dcc0c92a16c23,2025-10-16
Standard Class_52.68_3,e1572850966d248978e10fadf3ceba00817c7477e452f5f70afb6d3747573042,2025-10-16
Second Class_844.116_6,e2df62b3ea0a7f556191b2acd0a07f7e854a3a4b2e100acb74ace6158de8e68d,2025-10-16
Second Class_11.8_4,aa38f9f7a8c296395e08f17c866e030d5096ea1ab12d16e2dfa933b7d26d534b,2025-10-16
First Class_39.92_4,fc3c4d23b4712bff1949d6b76386b7a26b74e855567fc2357d1a8e8fac902d65,2025-10-16
Same Day_37.59_3,911defa3b85229506eadd8fae1df1e3837e715e221a72ca551be04150e1e6b5d,2025-10-16
Standard Class_14.48_5,399b969a214e2a0e4d6f298533a6f9f3b1571dcf2cff6e23b1c718a8f60040e2,2025-10-16
Same Day_27.36_3,b45467340aa8980997024c17ae05e33c613c290b3dfc5d7619e5db6d51e1262e,2025-10-16
Standard Class_623.4648_7,69f206b8061caf78b2ad752daacd9f2619909983151abad892c1f5a13e1eda7d,2025-10-16
Same Day_127.96_2,78badfae983fd0ca00eb5405e27dc6faa4db923c9fa0f6bc0177484e452343d9,2025-10-16
Second Class_18.06_7,5173b25dbd1c5a72a3470e83344a79402df541e25d701ca9c7f923057f6ca897,2025-10-16
First Class_48.712_1,b9972be17422a718a34ccc424757a21d8ab3cc04646e287782a03d2ee4e02149,2025-10-16
First Class_11.76_2,39119084b0be130658bad9ad2a51fcdbfac83b8406dae5cd0f7c623518c7277c,2025-10-16
Same Day_129.888_6,e4d4a3315f8f31451f3a5dbd8482039a29d9b0935cbfc259fb1791b9f73a2d29,2025-10-16
Second Class_1395.54_9,37cefd0395fc7a414c379245cb6c601c3b2b4a290a770881a8a7d3909a4d86a5,2025-10-16
Second Class_384.592_2,c8fbb99688e53caf20b707d62e02772b7bb74bacd2a53022ed174ab8b70853e6,2025-10-16
First Class_442.372_7,5834ef6c3ed974dbd1f828dffbaafab9a8f2b076122585743b58737c6867b580,2025-10-16
Second Class_24.75_5,307f62df9fde7068c659047ef11fc6eeac3ca1021e7c0508c63b728b06d16180,2025-10-16
Standard Class_36.024_3,f2551a810be08dbbda10fe5bba0d468136612d40f456f0bbb8f5148ec998cec1,2025-10-16
Standard Class_591.32_4,872c73fe3c17673123895622fb46eac5c8e5ba2d357a2d28e51b3a5423d7296a,2025-10-16
Standard Class_159.96_4,a30c4501f042367f6a07ac9a7834bc7276fb8751e2fd13df9ed9ff9094bd76da,2025-10-16
Standard Class_42.208_2,153812308998803287f4a81fa8b50abd81f35b4a6c5fd10441f08755935f92f9,2025-10-16
Standard Class_25.424_1,1825b849179d900e15384790878790d5c0bf8216caaf3417fdcf4e9be5b7c289,2025-10-16
Standard Class_25.2_4,f0cda717dac5bda865dbbca73c4db9e40bc9ef46da541d50ff76d45aa5254231,2025-10-16
Standard Class_30.672_3,5273749e3dadc2af17743ce43907da47b6cf7a8d8369b40a93910b6b9c12c5f7,2025-10-16
First Class_192.72_11,9ec05e3475760f157df55541d398f4bb106950217d63e06a4bb343bc48ccce89,2025-10-16
Standard Class_1.248_2,d13cee5c4172a0220dca4dc43947d0b6028e91b46580aee93ed5dae91fbc8b10,2025-10-16
Second Class_189.95_5,a29969ce1efc5a6685c06a80143a23736934470b91307df725f50f52cf2776b8,2025-10-16
Second Class_124.25_7,8b840a9c7eae3ee0093c185708e19b8589c70cddb1733d4b48a738d2487f4708,2025-10-16
Standard Class_89.99_1,28c30e6bf2008507a7f23ee4b78d7f746a281d0d3ac0a5f238678b64202aa96c,2025-10-16
Standard Class_77.88_6,57bafad484577164c447ddc36b383e5e177a4528c6141d489cbddfdd95ccf921,2025-10-16
Standard Class_241.568_2,016ea16f61ab181f9796ab39e415216f94f8267cd6bc2d3f0357580dd365ca28,2025-10-16
Standard Class_14.112_9,9c1558a1c889bc49d85ab024faa0bdfe78a0fe14842a29f07aac8f7c58d9de7c,2025-10-16
Standard Class_51.94_1,639f140321df37634d6975fe04a264e4822b6c2b439005d7e5f91c53cef298a1,2025-10-16
Standard Class_22.96_7,006076398d1a41a4350260ad68ea7cc44e48b0a57d719b8a4349bc93d20e20ea,2025-10-16
Standard Class_63.9_5,a9547d3640ca560723e9d235218b78957990c2516f8298b0361e514865715fe5,2025-10-16
Standard Class_385.6_8,55e527a1918607a5c12b64c00525bd5cc63493067f2876d46a83398a062ac9ff,2025-10-16
Standard Class_517.5_6,4d06825115c409afdb48a2d4ac6cc4e6926cd3af3f5ee57a57e088bb068fab81,2025-10-16
Standard Class_45.68_2,b253acffe192d3b8d05593c5c5a51e34e94552be107fbfbe25b5a6805804f1e2,2025-10-16
Same Day_70.686_1,7cd9610431cf6d1047e70c91c9a089f85bbe3ffbe6b44e85f47f364bae23812c,2025-10-16
Standard Class_60.69_7,c3623ef8e34d147414dda7bf1cfa17585ffbdd85aab6985bb22713ac4940f808,2025-10-16
Standard Class_390.75_5,539e4472517a50f16def2a8e192680079215f748b8248e4b5514263741710452,2025-10-16
Standard Class_63.56_2,3814bd017364ab8fcdc332ad20122e1d64eec6fb127e55b04b2928a8ed489603,2025-10-16
Standard Class_1526.56_7,b05f1fb5749e6761cf02411914b551ad39d799c4c3d2b3f1a3df7d417a070df8,2025-10-16
Standard Class_52.272_11,28048e73c83c419c3766efcc74f18f653d4144eee4125dee694aa9417098c268,2025-10-16
First Class_4.672_2,31037cf94400f6d34c2c4ac2bf2fbfaf2e29a2ad9a1b09dd2fdaf3671c6f271d,2025-10-16
First Class_36.24_1,256be5c54d65be1d987402804e6d4fa12fbfa2c45fb11a7bfa3f8650cb61b5b5,2025-10-16
First Class_6.912_3,be2d12fba34ec1e23b036b2e5615d269757841203732e77097e392901dc00a7a,2025-10-16
Standard Class_464.97_3,eec2cd4f29641d5d4d952715993b6309011520b09f3153bfca416bd67f82e4ac,2025-10-16
Standard Class_499.99_1,21f14c8b7653323a35eb9370976c371dc74c06a090e90c38fa266fcf0c02bbe4,2025-10-16
Second Class_116.28_3,fe26b7cfce90ac61f27544cfc4c8ccc04dfcb809464012e3188212a54032fc48,2025-10-16
Same Day_248.98_2,73d4186da013bc6beec90864a0a3741dc74d97f247035b85bfe9ec052bbe46ef,2025-10-16
Standard Class_36.84_3,1cd03aff3b4bc7c5f2b8221b3449e6de5f29b90a4ec4e125e597143e8f991404,2025-10-16
First Class_720.76_5,4c55008ad49e79553cb939ade16a80d712583a8bd656a99631719a97175ec4fd,2025-10-16
Same Day_36.792_1,3577a523393402af1b55f6db023b0924a10dba94831c6d7eb4d4bd6ea81589c4,2025-10-16
Second Class_181.764_2,cfbee391f28cbc3168fd9074bedfa5e66c9696dc42d46a76fb710e01a6585a68,2025-10-16
Same Day_42.68_4,43ff5d097afbdb600edea7ade2376c1be2898022a94dd94a930f92f2495056c7,2025-10-16
Second Class_915.136_4,9f1bef1b12d6665f27ed309708b69a415f3dc42ec1f39777b39112c5b2a77776,2025-10-16
Standard Class_337.98_2,7330e038cf67577d8918c19cf06154ffc959db97dde6ce968a16a76e14235d3e,2025-10-16
First Class_22.5_6,1df90f8727f7007c8eb20202bc3279be0190fea2253575178f80d273e9b01fb3,2025-10-16
Second Class_42.85_5,042662deefc6ae310241386969889fefb0a37f486284b100b4dc0fef04527f07,2025-10-16
Standard Class_175.92_5,4e307b1316a105a3cf3aef439219b096c5beaa7cee8a8fbc96495d15d1ff73ca,2025-10-16
Standard Class_472.518_3,f537b4485fcf2da60e37ec4e28b9d43205683b615d1a99d27cdc3fa15727d45f,2025-10-16
Standard Class_7.76_2,5367e69a77269c9c59fde0c62263355fbc26bda0ea7e9a87b6e1452b5dc830ae,2025-10-16
Second Class_109.9_5,3c633688a5ba38efa35583d1e1d2912ff9495a814dc4f13551aa8d9af8263a8c,2025-10-16
Standard Class_242.624_8,78f8d4b2f795b530141d54952d62cab0aa9792268ae981bf6a01ce753e1cd559,2025-10-16
Second Class_37.408_7,61498d1786c3fd494f616a843a04f75f2fe616771aec4d7946b07bda95a49efe,2025-10-16
Standard Class_211.372_2,b6bb625f439136c919075d45e0a386790182069e6f6247f38782b69fd063b2ca,2025-10-16
Standard Class_5.607_3,2df7112ea2adced86030a2f5d3f5dfc4cdafaa094f895ee774e32bb4df33ac2a,2025-10-16
Second Class_21.984_6,b3baf57e1c94b34406543a0ad9ebffedc5acde27cb7b4e4d63d551b7b5b89fc1,2025-10-16
Standard Class_104.58_9,5bfdb4e8aa189d9fd0cd0f125989ab1426f2e9dda0bb96110af04315f7fc78fc,2025-10-16
Standard Class_2.388_2,3456c425bf19567f1e010e7df86467b4ef5348a5593486f9537cfbbd3b12e65c,2025-10-16
Second Class_17.88_3,17e814a3b81a04c18505aa1651cc5c19303887169d6fc8ccc1078de1024dcee8,2025-10-16
Second Class_109.48_2,60817e0b114b1abf44be614a3dd2a680ba126d69250a6e541854352aef191af1,2025-10-16
First Class_41.85_5,8b383f31d712db18d9cccee0d0aed505eec480fd6c28c4ade6d544cbf8eaaa7a,2025-10-16
Standard Class_93.78_2,80c786f92e26a28fc2b23cf3be89e422f46f8be58fbbddc8e33a9b0f0c81afa5,2025-10-16
Standard Class_60.416_2,799ccb6a3b315a0a3958f4834a5b7738749dab8d9fe4e7bfca7e412cae324e86,2025-10-16
Standard Class_9.392_2,2318621c820c7c475ae394ead9096bcf4ea8f3eee44bdbafe1a84a066355f3b6,2025-10-16
Second Class_14.016_3,1969d1c4b9a97b13f67f72cc0715811061f8c60550b380e507bb26161f1543de,2025-10-16
Second Class_122.352_3,ca0e5c8bf55ee2cce55e6326228dd787a6dfe2013b93893224f62ffcdeb35bd8,2025-10-16
Standard Class_8.85_5,733676e1062ab6f9fcd784d8a9a28d4ffc2fcee21edaf411a836558ea736847c,2025-10-16
Standard Class_69.08_11,e997d259ef240faaceaa68b808840e6572ac37d879d25e734a4f789027e7e905,2025-10-16
Second Class_13.468_13,d7fe5f59108bf87c087807c270fbeb815cbfa035da7b4889263b107e44281d3f,2025-10-16
Standard Class_287.968_4,fd29fc7890a026725113bfc4a3001c70385bc5bf246623089e278301201ba197,2025-10-16
First Class_54.792_6,91a8728bc25dd11b619253a586f447b96693c3b34da99160bf69142e0ea5f8e2,2025-10-16
Standard Class_419.136_4,a4b110ccda286c8fd4717236e36010a6ed724c61720589d0d77ae7f2d3d816ea,2025-10-16
First Class_128.85_3,de5ca2fabc6db50a1ed2a2e6cc8e1bf1c4a1fa12362f76c2bf95cab40c30afcf,2025-10-16
Second Class_22.92_3,c6aeaba76b5d273171346f1fcbb578349612445f8d61fd4f423527aabc9a73f3,2025-10-16
Same Day_68.541_11,cfdfe4971acd8da22150afb2839c419ef15005f326d08faff1fa673aadbd46e7,2025-10-16
Standard Class_122.136_3,86d482c0101d074797120cb9efcb41a398ad53b2de3b10c5860059890c236fb2,2025-10-16
Standard Class_431.16_5,7676fafc1dde2ea801abf89b34967c831f1718e6f75ba32c365e45b52c2957ca,2025-10-16
Standard Class_892.35_5,869287ebd48f1f6c2cc6943ca27f430be7ad4ca195852ce67dbed5506b3e1ac4,2025-10-16
Standard Class_239.372_2,692785acb1cf502faa675e458f4807fe143362a94fe6140045a2a7800eb43795,2025-10-16
Standard Class_18.368_4,2fe5927aaa53c68b123d514505716efebac2c6da68a1763a1d750888c19defa7,2025-10-16
Standard Class_15.624_2,50411e995ccf1384b25b9538e96803a9d1ac26e4040ffbaba9a235a893009e9a,2025-10-16
Standard Class_218.376_3,d8420ac73aca8da9ea1b5dcd54ccbb965772629755e7a6d495e99fa771290145,2025-10-16
Standard Class_110.528_4,5b692bdebca17cf432fc2830c0504be038d34710a218bbe8032a61031218ad2d,2025-10-16
Standard Class_7.692_1,382dca50ecba797e2c48987476257e537a500120db7a4e7b4bffcbf2867f4031,2025-10-16
Standard Class_1123.128_9,78b0e9ae9277481b5d78f8390ec46919e0de073a4ac09aa8a32c78adf72d67d7,2025-10-16
Standard Class_9.24_1,eb7959d33dd8b83e72644d2f79181463a1d479c37ea69c3ddfa788825999e6d0,2025-10-16
Standard Class_105.584_2,d7b764f6a5de060dc37afe6b054a9595f58e3f638ee651d41585550ce6692749,2025-10-16
Standard Class_59.808_3,2f758ce305a2c786b84a28d6cc70c5f2b621c5cafcbb6aa97c33114c0bbb211b,2025-10-16
Second Class_1166.92_5,b7c27f89b071f46984172e308ef2e10ad5a68af9035f228020d78b9b46ad782a,2025-10-16
Standard Class_2.772_7,0272fb5196780ec1dc209b665161cbb56f81d3a9fc3b0ec007ea23af4be57ec7,2025-10-16
